agent,user_id,reward_eff
SARSA,36,-351.4497476108113
SARSA,37,-149.2297165163059
SARSA,38,-4038.7518986088367
SARSA,39,-4011.4797183144005
SARSA,40,-2555.9585726586574
SARSA,41,-1861.2302390305533
SARSA,42,-974.312218482502
SARSA,43,21.43112731853372
SARSA,44,-2225.627285821428
SARSA,45,-2611.070773124547
SARSA,46,-2529.09801236167
SARSA,47,-2756.274991084614
SARSA,48,-655.0315317354112
SARSA,49,-1711.0920723613237
SARSA,50,-3332.806153673869
SARSA,51,-2694.0483816429064
SARSA,52,-314.3943642452534
SARSA,53,-583.236685015374
SARSA,54,-1404.7947241754732
SARSA,55,-3518.0475943031706
SARSA,56,-570.3412900475884
SARSA,57,-4324.931305839804
SARSA,58,-1215.288168714243
SARSA,59,-935.8549231479113
SARSA,60,-3972.025237951822
SARSA,61,-4138.388860012689
SARSA,62,-2821.4000025315718
SARSA,63,-106.21498296880489
SARSA,64,-2246.4096533751294
SARSA,65,-1008.3196073852905
SARSA,66,-4801.90540422154
SARSA,67,-3397.6329686838835
SARSA,68,-3109.069070836078
SARSA,69,-1424.4708226203484
SARSA,70,-902.9268158676141
SARSA,71,-3114.6367641068637
SARSA,72,-695.4469722485858
SARSA,73,-1721.3213943651003
SARSA,74,-1112.9875496156353
